pdb_id,entity_id
6t4q,59
6t4q,46
6t4q,56
6t4q,25
6t4q,57
6t4q,34
6t4q,35
6t4q,54
6t4q,60
6t4q,4
6t4q,15
6t4q,3
6t4q,14
6t4q,22
6t4q,5
6t4q,20
6t4q,19
6t4q,17
6t4q,21
6t4q,16
6t4q,10
6t4q,11
6t4q,7
6t4q,13
6t4q,9
6t4q,24
6tps,5
6tps,4
5n74,2
6t4q,44
6t4q,32
6t4q,40
6t4q,50
6t4q,55
6t4q,30
6t4q,28
6t4q,37
6t4q,36
6t4q,29
6t4q,33
6t4q,51
6t4q,31
2kwc,1
6tps,13
6tps,14
6t4q,1
6t4q,8
6tps,2
6tps,10
6tps,1
6tps,11
6t4q,45
6t4q,43
6t4q,41
6t4q,38
6t4q,53
6t4q,27
6t4q,48
6t4q,52
6t4q,26
6t4q,39
6t4q,49
6t4q,61
6t4q,47
6t4q,62
6t4q,58
6tnu,60
6tnu,63
6snt,63
6snt,73
6snt,72
6snt,64
6snt,62
6sv4,20
6sv4,19
6sv4,8
6sv4,13
6sv4,9
6sv4,11
6sv4,12
4v8y,22
4v8y,36
4v8y,17
4v8y,18
4v8y,26
4v8y,12
4v8y,29
4v8y,35
4v8y,30
4v8y,19
6sv4,35
6tnu,82
6tnu,75
6tnu,79
6tnu,74
6sv4,26
6tnu,70
6tnu,71
6tnu,65
6tnu,69
6tnu,72
6tnu,67
6tnu,61
6tnu,62
6tnu,64
6snt,68
6snt,70
6snt,66
6sv4,15
6sv4,23
6sv4,6
6sv4,16
6sv4,17
4v8y,32
4v8y,37
4v8y,23
4v8y,16
4v8y,33
4v8y,31
4v8y,15
6tnu,58
6snt,76
6snt,81
6snt,77
6snt,74
6snt,80
6snt,75
6snt,69
6snt,67
6snt,78
6sv4,10
6sv4,25
6sv4,21
6sv4,24
6sv4,18
6sv4,22
6sv4,14
6sv4,7
6sv4,5
6tb4,1
6tnu,52
6tnu,50
6tnu,53
2p22,2
6tnu,46
2p22,1
2p22,4
6ql5,3
6snt,59
6snt,44
6snt,53
6snt,60
6snt,45
6ql5,1
6snt,48
6snt,54
6snt,43
6snt,47
6snt,58
6snt,50
6snt,55
6sv4,1
6sv4,80
6sv4,74
6sv4,82
6sv4,77
6sv4,71
6sv4,75
6sv4,78
6sv4,69
6sv4,76
6sv4,79
6sv4,39
6sv4,73
6sv4,67
6sv4,68
6sv4,47
6sv4,52
6sv4,66
6sv4,45
6sv4,61
6sv4,70
6sv4,81
6sv4,38
6sv4,46
6sv4,44
6sv4,54
6sv4,56
6sv4,65
6sv4,49
6sv4,43
6sv4,27
6sv4,50
6sv4,57
6sv4,29
6sv4,48
6tnu,83
6tnu,76
6sv4,59
6sv4,37
6sv4,33
6sv4,30
6sv4,28
5mps,14
5mps,8
6aso,9
6aso,6
6aso,3
6aso,7
6aso,1
6aso,2
2e2j,5
2e2j,7
2e2j,8
2e2j,11
6o7v,11
5vsu,9
6aso,8
6aso,5
6aso,4
2e2j,6
2e2j,10
2e2j,12
2e2j,13
2e2j,9
2e2j,4
5mps,12
5mps,4
5mps,10
5mps,15
5mps,2
5mps,3
5mps,9
5mps,11
5mps,6
5mps,13
5mps,1
5mps,5
5mps,7
6o7v,10
4v6i,83
4v6i,81
4v6i,82
4v8y,8
4v8y,5
4v8y,7
4v8y,10
6sv4,62
6sv4,72
6sv4,64
6sv4,58
6sv4,63
6sv4,53
6sv4,40
6sv4,36
6sv4,34
6sv4,41
6tnu,81
6tnu,22
6tnu,6
6tnu,5
4v6i,24
4v6i,21
4v6i,33
4v6i,29
4v6i,16
4v6i,31
4v6i,28
4v6i,11
4v6i,13
4v6i,22
4v6i,12
4v6i,5
4v6i,14
4v6i,9
4v6i,3
4v6i,19
6t4q,71
4v6i,6
6t4q,72
6t4q,80
6t4q,64
6t4q,78
6t4q,66
6t4q,81
6t4q,82
6t4q,69
6t4q,63
6t4q,68
6t4q,70
6tnu,51
6tnu,44
6tnu,45
6tnu,42
6tnu,48
6tnu,54
6tnu,49
6tnu,31
6snt,40
6snt,28
6tnu,17
6tnu,16
6tnu,21
6snt,56
6snt,49
6sv4,3
6ql6,1
6sv4,4
6sv4,2
6tnu,33
6tnu,41
6tnu,38
6tnu,13
6tnu,9
6tnu,15
6tnu,8
6tnu,14
6snt,14
6snt,18
6snt,13
6snt,8
6snt,21
6tnu,19
6tnu,20
6tnu,2
6tnu,11
6tnu,7
6snt,17
6snt,12
6snt,4
6snt,19
6snt,10
6snt,15
6snt,20
6snt,6
6snt,16
6snt,7
6snt,5
6snt,2
6snt,3
6snt,9
6snt,1
6tnu,24
6tnu,23
6tnu,47
6u0m,12
6u0m,10
6u0m,11
6u0m,13
6tnu,10
6tnu,4
6tnu,3
6snt,30
6snt,35
6snt,27
6snt,33
6snt,29
6snt,23
6snt,26
6tnu,37
6tnu,27
6tnu,30
6tnu,32
6tnu,35
6snt,41
6snt,38
6snt,36
6snt,31
6snt,37
6snt,34
6snt,24
6snt,22
6tnu,28
6tnu,36
6tnu,40
6tnu,39
6tnu,29
6tnu,25
6tnu,34
6tnu,26
6snt,32
6snt,39
6snt,25
2p22,3
6snt,46
6ql5,2
6snt,42
6snt,52
6snt,57
6snt,51
6tnu,43
6tnu,56
6tnu,18
6tnu,12
6tnu,1
6snt,11
6ql6,2
6tnu,55
6sni,1
4v8y,83
4v8y,84
4v8y,85
6t7i,41
6t7i,47
6t7i,24
6t7i,38
6t7i,32
6t7i,39
6t7i,46
4v8y,73
4v8y,76
4v8y,86
2juc,1
6t7i,37
6t7i,42
6t7i,43
6t7i,26
6t7i,23
6t7i,45
6t7i,13
6t7i,12
6t7i,34
1hbw,1
6jsi,3
6jsi,1
6s8f,1
4v8y,38
6t7i,51
6t7i,50
6t7i,52
6t7i,55
5mps,25
6t7i,60
5mps,29
5mps,23
5mps,21
5mps,18
5mps,26
5mps,24
5mps,30
6t7i,54
6t7i,49
2jvo,1
5m5x,5
5m5x,8
5m5x,7
5m5x,6
5m5x,4
5m5x,3
5m5x,1
5m5x,2
6o7x,11
2l4f,1
5axn,2
5axm,2
2fe9,1
2jvr,1
5d7e,2
6uz7,83
6u0m,9
6o7x,10
6u0m,8
6u0m,6
6h67,15
6u0m,3
6u0m,4
6u0m,5
6u0m,2
6u0m,1
3oin,2
3oin,1
6h67,17
6h67,16
6t83,68
6t83,62
6t83,73
6t83,61
5vvr,14
6t83,78
6o7t,5
6o7t,2
6o7t,6
6t83,14
6t83,10
6t83,13
6t83,8
6t83,17
6t83,4
6t83,22
5m5x,15
5m5x,14
5m5x,16
6sh3,1
6t7i,4
6t7i,6
6t7i,5
6t7i,3
6t7i,1
4v8y,42
4v8y,45
6t7i,73
6t7i,63
6t7i,77
6t7i,71
6t7i,78
6t7i,53
6t7i,57
6t7i,66
5mps,17
5mps,27
5mps,19
5mps,22
5mps,16
5mps,28
5mps,20
6u0m,7
2kfd,1
4v8y,1
4v8y,6
4v8y,9
4v8y,3
4v8y,4
6sv4,60
6sv4,55
6tnu,80
4v8y,2
4cr2,1
4cr2,7
4cr2,10
2mow,2
1qzr,1
2qsh,4
2jti,1
1kl7,1
5enl,1
2ese,2
5n5z,14
5n5z,7
5n5z,8
5n5z,10
5n5z,12
5n5z,9
5n5z,11
5n5z,16
2k5u,1
1rf8,2
1rf8,1
2j6a,1
2x1b,1
2v75,1
2zlf,1
2evh,3
1s73,1
1hwt,3
4bb7,1
1gyb,1
4inu,7
3q8g,1
4inu,9
3rj1,1
3rj1,2
3rj1,6
3j9t,8
3j9t,11
3j9t,5
3j9t,6
4inu,2
3j9t,7
4am6,1
3rj1,4
1a2f,1
3rj1,3
3rj1,5
3c9b,1
5t0v,2
2hue,1
3bjy,1
4inu,8
4inu,6
3j9t,10
4inu,3
3j9t,9
4inu,5
4inu,1
1pqv,6
1fuk,1
5t0v,1
1pqv,12
1pqv,9
1pqv,5
6hhq,81
1g6y,1
5zi4,1
4tyw,2
4ce2,1
3aj7,1
1one,1
1u7l,1
3lcn,1
5ncl,3
5ncl,1
1c3g,1
3j9v,11
5bps,1
4a6f,1
2bwf,1
1ryc,1
2b0z,2
2b0z,1
4inu,10
3cqz,5
3cqz,1
3cqz,4
1ob2,2
4yhv,1
4inu,13
4inu,11
2iws,1
2pm9,1
6qle,2
4clq,1
4clq,2
1twf,2
1twf,1
2fl7,1
2nvy,7
2nvy,10
2nvy,8
1r5u,8
1r5u,11
1cg7,1
5t8w,1
6qle,8
6qle,9
6qle,10
3rsr,1
2m23,1
2pm9,2
6qle,1
3cqz,6
3cqz,7
3cqz,8
3cqz,10
6h68,16
6h68,15
6h68,17
1j5n,3
3cqz,9
3cqz,2
5w51,12
5w51,13
3cqz,3
5w51,11
2ix3,1
3e9g,1
2eut,1
2nvz,11
6hhq,37
2nvz,4
4bj5,1
4bj5,3
1h4p,1
4xdn,2
4xdn,1
6hhq,21
3icf,1
4bxz,2
1g2p,1
4bzk,1
2nvz,5
6hhq,52
6hhq,48
6hhq,39
6hhq,27
6hhq,31
6hhq,42
6hhq,23
6hhq,28
6hhq,50
6hhq,51
6hhq,30
6hhq,41
1z1a,1
2nvz,10
2nvz,7
6hhq,49
6hhq,45
6hhq,43
6hhq,53
6hhq,40
6hhq,32
6hhq,24
6hhq,29
6hhq,38
2nvz,8
2nvz,12
2nvz,6
6hhq,46
3f5r,1
6hhq,44
6hhq,25
6hhq,35
6hhq,34
6hhq,33
6hhq,26
6hhq,36
6hhq,67
6hhq,64
6hhq,69
6hhq,61
6hhq,73
2qrj,1
6hhq,71
6hhq,76
6hhq,60
6hhq,59
6hhq,56
6hhq,70
6hhq,62
3gdt,1
1jvn,1
6hhq,58
6hhq,57
4bj5,2
3mkq,2
5aps,1
6hhq,20
6hhq,15
2ik4,1
6hhq,18
6hhq,5
6hhq,4
6hhq,10
6hhq,16
6hhq,11
6hhq,2
6hhq,19
6hhq,7
6hhq,13
6hhq,17
6hhq,12
6hhq,6
6hhq,1
6hhq,9
1t0k,4
6hhq,22
6hhq,14
6hhq,3
6hhq,8
2nvz,9
2nvz,13
6hhq,47
1jzr,1
3rj1,7
1pqv,1
3j9t,3
3j9t,1
6aly,1
1pqv,4
1pqv,7
1pqv,13
1pqv,10
1pqv,8
1pqv,11
3j9t,2
5k77,3
2fa4,1
3oq0,1
1pqv,2
1pqv,3
5aim,1
3u32,1
4inu,14
4inu,12
4inu,4
1aw5,1
1zxe,1
3j9t,4
5k77,2
1ctz,1
3paw,1
1aem,1
1t9d,1
1jr8,1
3k1f,12
3k1f,10
3k1f,6
4j70,3
3k1f,11
3k1f,9
2p8x,1
4v1m,6
4v1m,10
4v1m,7
4v1m,4
4v1m,8
1are,1
2q6q,1
1sbm,1
4j70,7
4j70,13
4j70,6
4j70,8
1pyd,1
4j70,2
3lku,1
3lku,2
2ob1,1
4j70,14
4j70,9
4j70,12
4j70,10
4j70,4
4j70,11
4j70,5
1nkq,1
2oz0,1
5m52,2
3j81,42
3j81,39
3j81,41
3j81,40
1f5m,1
1rq1,1
1aua,1
1r7m,3
1szg,1
4u3j,2
3j81,38
5m52,1
1tlb,1
2hqm,1
1g17,1
1aek,1
1xtz,1
4c3j,13
4c3j,3
4c3j,7
4c3j,6
4c3j,10
1ttt,1
4c3j,5
4c3j,2
4c3j,8
4c3j,9
4c3j,4
1cyf,1
3l0x,1
5a39,3
5a39,4
4a6z,1
3t7h,1
2o3k,1
3l0x,2
3how,7
3how,5
3how,9
3how,11
1kxl,1
1y5o,1
3how,1
2nmt,1
3qfp,1
5a1u,1
1m45,1
3how,8
3how,10
3how,4
3how,6
3how,12
3how,3
3how,2
3olm,2
3olm,1
5tgm,15
5tgm,8
5tgm,21
5tgm,6
5tgm,9
5tgm,14
5tgm,32
5tgm,18
5tgm,5
2hbk,1
1tba,2
2ja6,11
2ja6,3
2ja6,5
2ja6,10
2ja6,8
2ja6,4
2ja6,6
2ja6,7
1irv,1
3j81,35
3ll4,1
5tgm,23
5tgm,2
5tgm,31
5tgm,7
5tgm,28
5tgm,3
5tgm,30
5tgm,26
5tgm,13
5tgm,20
1gqp,1
2wpy,1
4c3j,14
1paa,1
3cn8,1
1d2a,1
3s1q,10
6r9j,2
4v4b,25
4v4b,5
4flm,1
3s1q,5
3s1q,9
3s1q,1
4v4b,24
4v4b,22
3s1q,3
3s1q,6
3s1q,2
3s1q,8
2yge,1
4v4b,19
4v4b,23
4v4b,20
5kne,1
4v4b,18
4v4b,17
4v4b,15
4v4b,13
4v4b,16
4v4b,21
4v4b,32
4v4b,27
4v4b,7
4v4b,29
4v4b,9
1n0v,1
5tgm,74
5tgm,76
5tgm,72
3epj,2
2vum,10
2vum,4
2vum,12
2vum,9
2vum,6
2vum,5
2vum,3
2vum,11
2vum,1
2vum,7
5tgm,50
5tgm,46
5tgm,37
5tgm,62
3epj,1
2eun,1
1ls2,1
1g7c,2
1wcm,4
1wcm,7
1wcm,2
1wcm,12
1wcm,10
1wcm,8
1wcm,11
1wcm,9
3m29,1
1qo1,3
1qo1,1
1fhb,1
1qo1,5
1plr,1
5o1w,1
1wcm,6
1wcm,3
1wcm,5
1wcm,1
3cns,1
4v4b,45
3d5j,1
4v1n,18
2a6w,1
1pvg,1
4xr7,1
4v4b,14
4ol8,1
5apt,1
4xr7,2
3nij,1
4v4b,33
5uws,3
2cce,1
1kn5,1
1yke,1
3rf6,1
1tbp,1
1yke,2
2cvu,1
1ncs,1
3ns6,1
5juo,5
5juo,13
5juo,9
1zhz,1
2a6v,1
2uy3,1
4pgm,1
3e66,1
2cvs,1
4c8s,1
2al2,1
2cvv,1
3jrp,1
4xpd,2
3hov,4
3hov,11
3hov,12
3hov,8
3hov,10
3hov,3
3hov,2
3hov,6
3hov,5
3hov,9
3hov,7
3epk,1
1ije,1
1rjd,1
4crn,2
4j78,2
4j78,1
1w5i,1
4crn,1
3blw,2
1nex,2
3blw,1
6pto,9
6pto,11
6pto,6
6pto,10
6pto,12
1ocs,1
1ah8,1
1ox4,1
1ox4,2
4bgd,1
1ign,3
2x07,1
2xq0,1
1chh,1
4a5k,1
5o20,2
5bqj,1
5o1y,1
2i3s,1
4f4s,1
3of1,1
1qml,1
3n4x,1
4zov,1
1aky,1
3mwy,1
1k0d,1
3r7w,2
1yfq,1
4c95,2
2qiy,2
4c95,1
3r7w,1
1m1d,2
1m94,1
2qiy,1
1z3h,1
2dh4,1
2p4q,1
2ja6,12
6pto,8
5agc,1
2akp,1
6d6x,1
6pto,7
3cmi,1
3lvw,1
6pto,2
6pto,1
6pto,5
6pto,4
6pto,3
1mnn,3
3rt1,1
2qsf,1
5mrc,12
4d4q,1
4a93,3
5z3g,3
4a93,14
4a93,15
4a93,7
4a93,11
4a93,4
4a93,13
4a93,12
4zox,1
4zox,2
4a93,8
4a93,5
4a93,9
4a93,10
4a93,2
4a93,6
2qsf,2
5z3g,1
1nf0,1
5z3g,2
5mrc,36
5mrc,23
5mrc,37
5mrc,39
5mrc,16
5mrc,31
5mrc,30
5mrc,17
5mrc,28
5mrc,26
5mrc,41
5mrc,19
5mrc,32
5mrc,10
3p27,1
2kbe,1
5mrc,22
5mrc,14
5mrc,21
5mrc,27
5mrc,18
5mrc,11
5mrc,25
3d4m,1
1odf,1
2wsi,1
3lcn,2
5ncl,2
5mrc,50
5mrc,58
5mrc,69
5mrc,57
5mrc,65
5mrc,64
5mrc,67
5mrc,48
5mrc,54
5mrc,46
5mrc,62
5mrc,73
5mrc,49
5mrc,45
5mrc,60
5mrc,71
5mrc,44
5mrc,59
5mrc,66
5mrc,53
5mrc,63
5mrc,55
5mrc,51
5mrc,43
5mrc,68
5mrc,61
1q67,1
5mrc,3
3m26,1
5mrc,4
5mrc,9
5mrc,56
5mrc,47
5mrc,72
5mrc,70
5mrc,5
3pin,2
2v6x,1
2v6x,2
3epk,2
1ije,2
1zbz,1
1ps0,1
4xpd,3
4xpd,1
3pin,1
5z3g,30
2i3s,2
1zme,3
5o20,1
5apx,1
1ccp,1
1k0b,1
1k9y,1
1pyc,1
5o1z,2
1ois,1
1zme,1
2qfx,1
2e95,1
1od4,1
2al2,2
1jk0,1
1jk0,2
1pd1,2
2gaa,1
2btt,1
2ja8,1
5mq0,31
5mq0,32
1kbi,1
5jh0,2
5mq0,17
5mq0,13
5mq0,12
5mq0,19
5mq0,14
1uky,1
1l8p,1
5mq0,15
5jh0,3
1peg,2
5csm,1
5mq0,8
5mq0,10
5mq0,16
5mq0,11
5mq0,18
5mq0,9
5mq0,35
5mq0,36
3a7o,1
1ygh,1
5mq0,34
5mq0,33
4h5j,1
4wjw,3
2z78,1
6g90,1
6g90,27
6g90,14
5mq0,3
1ysa,3
6g90,10
1szp,1
6g90,12
6g90,4
6g90,5
3onh,1
3pew,1
6g90,7
6g90,19
2ccf,1
2npf,1
6g90,6
1fvs,1
6g90,11
6g90,8
6g90,3
6g90,9
6g90,2
6g90,25
6g90,31
5mq0,2
5mq0,1
6g90,30
6g90,23
6g90,15
6g90,29
6g90,18
6g90,20
6g90,13
6g90,28
1m38,1
1mkq,1
2ynp,1
2aq4,3
3lrk,1
3g3r,1
3s17,4
3s17,7
2e1r,1
1cr5,1
3s17,10
3mhs,1
3s17,6
3nch,1
2e00,1
2ccp,1
3mhs,2
3mhs,5
3mhs,3
1xao,1
2zw9,1
5mq0,22
5mq0,23
2a71,1
5mq0,28
5mq0,25
5mq0,30
1rap,1
5mq0,21
5mq0,20
5ndw,3
5mq0,27
5mq0,29
5mq0,24
1piw,1
5ndw,4
1ehz,1
1i6h,12
1i6h,5
1i6h,11
1i6h,6
3j6b,17
3j6b,1
3j6b,12
3j6b,18
3j6b,13
3j6b,7
3j6b,6
3j6b,2
3j6b,16
3j6b,8
3j6b,5
3j6b,10
3oor,1
5uwu,2
3j6b,20
3j6b,19
3j6b,21
3j6b,11
6qbp,1
5mq0,5
1uys,1
5mq0,6
5mq0,7
5mq0,4
3l10,1
1u9f,1
1ux4,1
4hb2,2
1yfm,1
4hb2,3
2p8z,1
5gao,1
5gao,3
5gao,2
5gao,7
1zta,1
5gao,5
5gao,6
1ho8,1
1tk1,1
4xhl,1
2b9j,2
1ypi,1
5o1x,1
5gao,4
2b9j,1
4je3,2
3fem,1
4bxz,1
1m6x,5
6rwe,15
6rwe,11
6rwe,6
6rwe,7
6rwe,13
3hie,1
6rwe,9
6rwe,16
6rwe,10
5k78,2
2vnu,1
5k78,3
3j6b,29
3j6b,36
5uwu,3
3i61,1
3j6b,38
3j6b,39
3j6b,41
3j6b,32
3j6b,24
3j6b,22
3j6b,4
3j6b,3
3j6b,9
3j6b,15
3j6b,14
3j6b,31
3j6b,26
4qqf,1
3j6b,25
3j6b,27
3j6b,35
3j6b,33
3j6b,37
3j6b,28
3j6b,34
3j6b,23
3j6b,40
3j6b,30
5ktb,2
4a3i,6
1twg,7
1twg,10
1twg,9
2cvt,1
4a3i,4
4a3i,1
4a3i,5
1twg,3
1twg,6
1twg,4
1twg,5
4a3i,9
1twg,8
1twg,1
5ktb,1
4a3i,12
4a3i,11
4a3i,10
4a3i,7
4a3i,3
4a3i,2
4a3i,8
3fma,1
1twg,2
4a3j,5
4a3j,12
4a3j,11
4a3j,3
1p84,8
1p84,6
1p84,3
3iko,1
3nb0,1
2b7k,1
2wtf,1
1yy5,1
1asz,2
3bx2,2
5uwh,2
2aj4,1
2y9y,2
4hay,2
5oa3,2
3g5t,1
3iko,2
2tmk,1
6bmf,1
6bmf,2
4hay,3
1tka,1
2w61,1
2qjl,1
6qle,4
1hkg,1
5apq,1
2qjx,1
3biq,1
6qle,7
6qle,5
2vkz,2
2vkz,1
2y9p,2
2y9p,1
4a6f,2
1ek0,1
3oee,4
3oee,3
3oee,1
2r93,4
2ale,1
1xip,1
6qbr,1
6rrv,1
2y9y,1
3iko,3
1aes,1
2q66,2
2ftx,2
3oee,5
1ka1,1
2ftx,1
4a3j,4
4a3j,7
6bl7,1
4a3j,6
4a3j,9
4a3j,8
4a3j,10
4a3j,2
4bzi,1
3j80,35
2dzo,2
3j80,37
2nvy,5
1r5u,9
1r5u,6
2nvy,3
2nvy,9
2nvy,4
2nvy,6
1r5u,7
1r5u,10
2nvy,2
2nvy,1
3t5v,2
4v4b,43
5g33,1
3okj,11
3okj,9
3okj,5
3okj,7
3okj,6
3okj,14
3okj,13
3okj,10
2noq,2
2noq,7
3okj,8
3okj,12
3okj,4
2rko,1
2noq,6
1sdy,1
2noq,5
2noq,3
3c0e,1
1g2q,1
4v1n,2
4v1n,13
4v1n,7
4v1n,10
3g7y,1
6qle,11
1r5u,5
3j9v,5
3j9v,6
6qle,6
6qle,3
1b4l,1
5a1v,1
1zwh,1
1e6a,1
2e94,1
3j9v,7
3j9v,10
3j9v,4
3j9v,2
3j9v,3
3j9v,9
3j9v,1
3j9v,8
3lrv,1
1mjb,1
1m2o,2
1m2o,1
2e8t,1
2w62,1
1asz,1
2ged,1
3cnt,1
1p84,9
4a3j,1
3fs5,1
1p84,2
1p84,1
1ycc,1
2ab5,1
2gcj,1
1plq,1
3f3r,1
1a4e,1
3oee,2
5uwh,3
2fxs,1
4a20,1
1hr8,2
3b7n,1
1hr8,1
6r9p,2
1t9c,1
4bzi,2
1p84,5
1p84,4
1p84,7
4bzi,4
4bzi,3
3lwt,1
4cv5,2
5juo,46
5juo,29
5juo,33
5juo,43
5juo,38
5juo,30
5juo,31
5juo,32
3o8z,1
5juo,24
5juo,23
5uwi,2
5uwi,3
3ost,1
3bcy,1
3i2d,1
1fmx,1
5juo,16
3fwb,1
5juo,60
4cv5,1
5juo,36
5juo,37
5juo,34
5juo,39
5juo,26
5juo,41
5juo,25
5juo,35
5juo,28
2p63,1
5juo,22
1p48,1
1g8g,1
5iiq,1
5juo,40
5juo,48
5juo,45
5juo,47
5juo,42
5juo,27
1k0a,1
1unx,1
1m2v,1
6r9m,2
4j8b,2
1afw,1
5juo,21
5juo,59
5juo,58
5juo,56
1p1f,1
5juo,7
5juo,6
5juo,11
5juo,2
5juo,15
5juo,4
2h53,1
5juo,3
4bgd,2
2e93,1
5juo,1
5juo,14
5juo,12
5juo,10
3gae,1
5juo,8
2dyt,1
1ci0,1
5juo,51
5juo,53
5juo,50
3ns5,1
1qup,1
5lyp,1
2dzz,1
4bxx,1
3b54,1
1nyh,1
3md3,1
1m2v,2
3frx,1
3jaq,1
4by7,11
4by7,7
4by7,16
4by7,4
4by7,3
4by7,1
3u2f,1
4h5i,1
4by7,8
4by7,12
4by7,10
4by7,9
4by7,6
4by7,5
4by7,2
1h8m,1
4v1m,2
2evg,3
3enl,1
2ygf,1
1wgi,1
1pd1,1
3jaq,46
3jaq,40
3jaq,45
3n2d,2
4v1m,9
4v1m,5
4v1m,3
5a3d,1
3jaq,44
3jaq,41
3jaq,39
3jaq,43
3jaq,42
3jaq,38
3jaq,47
1ldc,1
2xh2,1
5mtz,1
1jat,2
1jat,1
1ct5,1
4db4,1
3m23,1
1ac8,1
2a6x,1
6fc5,1
6ig9,1
5juo,44
1g62,1
6enl,1
5juo,19
5juo,17
5juo,18
3fwb,3
3fwb,2
5juo,57
5juo,54
5juo,55
4hax,3
4hax,1
2ycc,1
5juo,20
5fm1,2
2od7,1
1uny,1
1vad,3
3k1f,2
3k1f,3
1cpy,1
3k1f,13
5juo,75
5juo,70
5juo,73
5fm1,3
5fm1,1
5fm1,4
3hhq,1
3k1f,8
3k1f,5
3k1f,7
3k1f,1
3k1f,4
4j70,1
3bg1,2
3f3q,1
5juo,52
5juo,49
5zi2,1
5juo,72
5juo,64
5juo,76
5juo,66
4bxx,2
4bxx,11
5juo,63
4bxx,5
4bxx,3
4v1m,1
4bxx,6
4bxx,4
4bxx,7
1q1a,1
5juo,67
5juo,68
4bxx,9
4bxx,10
5juo,69
4bxx,12
4bxx,8
5juo,61
5juo,77
5juo,65
5juo,74
5juo,71
5juo,62
4bxx,16
1g7c,1
3jap,43
3jap,41
3jap,38
3jap,47
2vum,8
2vum,2
5tgm,67
5tgm,57
5tgm,63
5tgm,79
5tgm,60
5tgm,36
5tgm,45
5tgm,35
5tgm,34
5tgm,86
5tgm,82
5tgm,85
5tgm,78
5tgm,71
5tgm,77
5tgm,73
3jap,40
3jap,44
3jap,45
3jap,46
5tgm,88
5tgm,87
5tgm,80
5tgm,90
3kfo,1
5tgm,84
5tgm,81
5tgm,89
5tgm,83
5tgm,75
5tgm,70
5tgm,65
5tgm,42
5tgm,52
5tgm,53
5tgm,68
5tgm,59
5tgm,61
3b74,1
5tgm,69
5tgm,41
5tgm,66
5tgm,49
5tgm,58
5tgm,47
5tgm,51
5tgm,40
5tgm,38
5tgm,54
5tgm,55
5tgm,44
5tgm,48
5tgm,64
3jap,42
3jap,39
1sms,1
2gv5,1
5tgm,12
5tgm,19
5tgm,1
5tgm,11
5tgm,17
5tgm,10
5tgm,22
5mrc,77
5mrc,74
5mrc,75
2gv5,2
1d1q,1
5mrc,78
5mrc,76
2pcc,2
5tgm,29
5tgm,33
5tgm,24
5tgm,16
5tgm,4
5tgm,25
4u3j,1
2pry,1
3zzh,1
3qk9,1
3nws,1
4b0a,1
1oot,1
3cz6,1
5fvk,2
1trk,1
1hr6,2
1hr6,1
5fvk,1
1zi7,1
1mnm,3
3m2f,1
2c1t,1
2c1t,2
1mnm,4
2dzo,1
3j80,36
4u7a,1
1t0i,1
1cce,1
1r5u,2
2noq,4
2noq,8
1r5u,3
1r5u,1
2wqg,1
1r5u,4
4v4b,47
4v4b,1
4v4b,3
4v4b,4
4v4b,2
1qo1,2
1qo1,4
1jd1,1
4v4b,44
4v4b,46
6g8y,1
5zi3,1
4v1n,9
4v1n,12
4v1n,8
4v1n,11
4v1n,6
3t5v,1
3t5v,3
4v1n,4
4v1n,3
4v1n,1
4v1n,5
4v1n,15
4v4b,6
1dvk,1
1cty,1
3m27,1
4v4b,40
4v4b,38
4v4b,42
4v4b,35
4v4b,34
3s1q,4
3s1q,7
1zw9,1
1twf,4
1twf,8
1twf,5
1twf,7
1twf,6
1twf,9
1twf,10
1twf,3
4v4b,10
4v4b,11
4v4b,8
4v4b,37
4v4b,36
4v4b,26
5uws,2
4v4b,28
4v4b,30
4v4b,31
4v4b,12
4v4b,39
4v4b,41
5tgm,43
1aen,1
5tgm,39
5tgm,56
3c2o,1
3okj,3
3okj,2
3ypi,1
3okj,1
2qxl,1
1i9v,1
6rwe,4
1yag,1
2zfn,1
1wa5,2
3k4x,1
1wa5,3
1ccj,1
6hhq,55
6hhq,79
6hhq,54
6hhq,80
6hhq,66
6hhq,75
6hhq,65
6hhq,78
6hhq,77
6hhq,74
6hhq,68
6hhq,72
6hhq,63
1jec,1
2r93,12
2r93,10
2r93,11
2r93,8
2r93,2
2r93,5
2r93,9
2r93,7
2r93,3
2r93,13
2r93,6
6g86,2
6g86,1
3qfu,1
1p4e,4
1p4e,5
3sbc,1
4bzk,2
4bzk,3
6rwe,8
6rwe,5
2ja8,8
2ja8,9
2ja8,4
2ja8,6
2ja8,7
2ja8,2
2ja8,11
2ja8,3
2ja8,5
2ja8,10
2ja8,12
3s17,9
3s17,8
3s17,1
3s17,5
3s17,2
3s17,3
2qb6,1
4xnh,1
2bmb,1
4xnh,3
4xnh,2
4c3j,12
4c3j,11
4c3j,1
1jva,1
3okq,1
5o1z,1
1qpv,1
1ytb,2
1f9w,1
1nex,1
2v3k,1
3skq,1
2v3j,1
3bi2,1
3fks,3
3fks,5
3fks,4
3hov,1
3fks,1
3fks,2
1roc,1
2ja6,9
2ja6,2
2ja6,1
3nfi,1
1csm,1
5tgm,27
2icv,1
4u3j,3
2pcc,1
2w93,1
1pv1,1
5a39,1
1il2,1
5a39,2
2euw,3
1jkf,1
3etu,1
3pge,1
1oxk,2
5fvl,2
3kt8,1
1oxk,1
6r86,22
6r86,25
